------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format dd/MM/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F25160319
Start Time 15:43:00
Start Date 06/04/2021
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:59:38
Download Date 06/04/2021
Current Memory Address: 0
Current Battery Voltage: 4.13     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.176,-0.883,0.289
0.117,-0.922,0.285
0.078,-1.008,0.316
0.055,-1.086,0.309
0.012,-1.148,0.258
-0.016,-1.211,0.27
-0.047,-1.242,0.273
-0.078,-1.23,0.254
-0.09,-1.176,0.254
-0.121,-1.105,0.242
-0.141,-1.051,0.242
-0.133,-0.996,0.234
-0.137,-0.984,0.234
-0.133,-0.977,0.227
-0.105,-0.953,0.234
-0.07,-0.934,0.234
-0.047,-0.906,0.234
-0.023,-0.887,0.234
-0.008,-0.859,0.238
-0.008,-0.844,0.25
-0.016,-0.813,0.25
-0.039,-0.781,0.246
-0.055,-0.766,0.242
-0.074,-0.75,0.246
-0.082,-0.73,0.254
-0.09,-0.727,0.254
-0.098,-0.73,0.254
-0.117,-0.738,0.25
-0.125,-0.742,0.254
-0.137,-0.746,0.258
-0.145,-0.746,0.27
-0.16,-0.754,0.27
-0.172,-0.758,0.273
-0.188,-0.777,0.281
-0.207,-0.824,0.293
-0.227,-0.867,0.328
-0.258,-0.91,0.355
-0.281,-0.949,0.367
-0.301,-0.98,0.371
-0.305,-0.996,0.387
-0.289,-1.023,0.422
-0.266,-1.066,0.434
-0.227,-1.094,0.402
-0.211,-1.125,0.348
-0.203,-1.176,0.359
-0.227,-1.227,0.395
-0.27,-1.242,0.43
-0.34,-1.199,0.453
-0.414,-1.121,0.438
-0.492,-1.039,0.387
-0.516,-1.008,0.387
-0.438,-1.059,0.434
-0.363,-1.164,0.406
-0.332,-1.211,0.344
-0.262,-1.199,0.273
-0.082,-1.18,0.246
0.156,-1.246,0.309
0.352,-1.488,0.316
0.453,-1.68,0.313
0.484,-1.664,0.41
0.402,-1.461,0.395
0.211,-1.156,0.219
0.086,-0.828,0.121
0.059,-0.563,0.094
-0.02,-0.461,0.109
-0.09,-0.477,0.176
-0.07,-0.598,0.289
-0.059,-0.824,0.316
-0.012,-0.988,0.285
0.066,-1.039,0.254
0.172,-1.023,0.23
0.227,-0.965,0.172
0.254,-0.867,0.145
0.258,-0.855,0.172
0.219,-0.855,0.168
0.188,-0.875,0.176
0.16,-0.887,0.184
0.148,-0.891,0.207
0.145,-0.914,0.219
0.117,-0.914,0.184
0.082,-0.914,0.16
0.051,-0.934,0.164
-0.008,-0.945,0.16
-0.066,-0.949,0.152
-0.125,-0.965,0.156
-0.168,-0.984,0.145
-0.176,-0.992,0.137
-0.172,-1,0.137
-0.16,-0.988,0.129
-0.129,-0.969,0.137
-0.117,-0.957,0.121
-0.117,-0.961,0.121
-0.121,-0.988,0.125
-0.121,-0.984,0.113
-0.125,-0.98,0.105
-0.156,-0.992,0.094
-0.164,-0.992,0.098
-0.152,-1,0.109
-0.133,-1.008,0.121
-0.129,-1.031,0.102
-0.125,-1.027,0.074
-0.117,-1,0.051
-0.102,-1.004,0.043
-0.082,-1.027,0.051
-0.051,-1.043,0.066
-0.031,-1.031,0.055
-0.063,-1.02,0.023
-0.125,-1.023,0.008
-0.18,-1.051,0.035
-0.219,-1.082,0.051
-0.254,-1.102,0.043
-0.246,-1.105,0.098
-0.227,-1.152,0.172
-0.266,-1.215,0.156
-0.281,-1.211,0.129
-0.25,-1.184,0.18
-0.207,-1.145,0.191
-0.191,-1.102,0.133
-0.16,-1.059,0.07
-0.094,-1.004,0.008
-0.023,-0.957,-0.051
0.094,-0.914,-0.051
0.207,-0.926,0.035
0.301,-0.988,0.172
0.355,-1.063,0.273
0.352,-1.129,0.262
0.309,-1.18,0.191
0.289,-1.258,0.184
0.266,-1.328,0.211
0.191,-1.355,0.223
0.082,-1.344,0.242
-0.031,-1.32,0.27
-0.109,-1.301,0.281
-0.145,-1.25,0.273
-0.16,-1.176,0.258
-0.141,-1.098,0.23
-0.121,-1.031,0.223
-0.117,-0.973,0.203
-0.117,-0.926,0.184
-0.121,-0.898,0.184
-0.117,-0.879,0.191
-0.105,-0.871,0.188
-0.082,-0.844,0.168
-0.066,-0.82,0.16
-0.035,-0.789,0.164
-0.004,-0.77,0.184
-0.008,-0.789,0.207
-0.02,-0.801,0.223
-0.023,-0.813,0.238
-0.039,-0.82,0.238
-0.051,-0.805,0.219
-0.059,-0.766,0.203
-0.07,-0.723,0.195
-0.074,-0.672,0.195
-0.086,-0.617,0.191
-0.125,-0.578,0.184
-0.164,-0.566,0.184
-0.203,-0.574,0.227
-0.234,-0.621,0.297
-0.273,-0.695,0.371
-0.324,-0.781,0.406
-0.379,-0.887,0.426
-0.41,-1.027,0.457
-0.426,-1.156,0.48
-0.418,-1.234,0.438
-0.379,-1.258,0.355
-0.309,-1.262,0.273
-0.23,-1.25,0.238
-0.207,-1.234,0.281
-0.242,-1.203,0.363
-0.363,-1.133,0.406
-0.48,-1.016,0.406
-0.504,-0.984,0.422
-0.453,-1.074,0.363
-0.328,-1.184,0.309
-0.184,-1.238,0.332
0.07,-1.285,0.309
0.313,-1.43,0.254
0.535,-1.719,0.301
0.594,-1.93,0.316
0.48,-1.785,0.352
0.316,-1.48,0.324
0.086,-1.102,0.137
-0.008,-0.781,0.094
-0.055,-0.523,0.121
-0.094,-0.418,0.25
-0.07,-0.473,0.375
-0.035,-0.609,0.375
0.027,-0.711,0.355
0.109,-0.789,0.32
0.188,-0.879,0.281
0.246,-0.938,0.227
0.281,-0.938,0.168
0.297,-0.91,0.145
0.277,-0.859,0.109
0.234,-0.887,0.137
0.176,-0.898,0.141
0.184,-0.855,0.172
0.184,-0.855,0.203
0.156,-0.867,0.188
0.137,-0.875,0.16
0.086,-0.906,0.148
0.02,-0.934,0.137
-0.047,-0.961,0.129
-0.094,-0.984,0.145
-0.129,-1,0.156
-0.156,-1.008,0.145
-0.16,-0.98,0.141
-0.168,-0.973,0.133
-0.203,-0.969,0.109
-0.211,-0.957,0.102
-0.207,-0.953,0.102
-0.23,-0.992,0.09
-0.234,-1.027,0.094
-0.211,-1.027,0.098
-0.191,-1.031,0.098
-0.16,-1.023,0.074
-0.125,-1.008,0.051
-0.086,-1.016,0.082
-0.055,-1.039,0.121
-0.027,-1.059,0.113
-0.016,-1.051,0.074
-0.039,-1.012,0.023
-0.156,-0.988,-0.023
-0.277,-0.98,-0.023
-0.332,-0.984,0.02
-0.32,-1.016,0.094
-0.309,-1.09,0.137
-0.289,-1.168,0.156
-0.262,-1.211,0.191
-0.215,-1.219,0.242
-0.176,-1.195,0.195
-0.156,-1.16,0.082
-0.109,-1.145,0
-0.008,-1.137,-0.047
0.109,-1.109,-0.086
0.242,-1.047,-0.051
0.348,-1.031,0.055
0.434,-1.063,0.238
0.461,-1.113,0.398
0.375,-1.141,0.367
0.258,-1.18,0.258
0.191,-1.242,0.238
0.117,-1.297,0.262
0.02,-1.313,0.254
-0.086,-1.309,0.242
-0.156,-1.313,0.273
-0.199,-1.328,0.301
-0.227,-1.305,0.281
-0.223,-1.219,0.223
-0.199,-1.109,0.188
-0.16,-1.02,0.188
-0.133,-0.957,0.184
-0.102,-0.891,0.188
-0.113,-0.859,0.203
-0.078,-0.824,0.223
-0.047,-0.785,0.223
-0.043,-0.746,0.199
-0.027,-0.707,0.168
-0.023,-0.699,0.168
-0.012,-0.691,0.172
-0.016,-0.691,0.164
0,-0.664,0.199
-0.023,-0.676,0.227
-0.035,-0.68,0.227
-0.035,-0.652,0.219
-0.039,-0.625,0.211
-0.066,-0.59,0.219
-0.102,-0.559,0.246
-0.141,-0.547,0.305
-0.184,-0.578,0.359
-0.234,-0.645,0.398
-0.281,-0.715,0.438
-0.34,-0.785,0.422
-0.414,-0.855,0.367
-0.438,-0.957,0.383
-0.391,-1.105,0.445
-0.363,-1.27,0.477
-0.301,-1.418,0.461
-0.234,-1.5,0.406
-0.199,-1.492,0.375
-0.199,-1.383,0.367
-0.254,-1.207,0.387
-0.32,-1.078,0.449
-0.316,-1.199,0.617
-0.281,-1.398,0.59
-0.277,-1.461,0.441
-0.25,-1.359,0.301
-0.133,-1.156,0.285
0.105,-1.07,0.355
0.301,-1.191,0.281
0.309,-1.262,0.289
0.281,-1.348,0.34
0.211,-1.367,0.293
0.133,-1.23,0.203
0.059,-0.992,0.188
0.039,-0.75,0.203
0.02,-0.621,0.262
0.012,-0.605,0.273
0.027,-0.641,0.246
0.059,-0.746,0.238
0.098,-0.898,0.234
0.109,-1.016,0.223
0.105,-1.016,0.199
0.105,-0.941,0.172
0.133,-0.875,0.18
0.141,-0.816,0.191
0.145,-0.777,0.203
0.152,-0.773,0.223
0.137,-0.777,0.219
0.129,-0.789,0.234
0.09,-0.832,0.234
0.012,-0.863,0.168
-0.035,-0.887,0.141
-0.051,-0.914,0.16
-0.074,-0.926,0.148
-0.117,-0.938,0.117
-0.145,-0.957,0.133
-0.152,-0.965,0.156
-0.188,-0.961,0.141
-0.246,-1,0.098
-0.254,-1.02,0.105
-0.242,-1.012,0.113
-0.258,-0.996,0.082
-0.246,-1,0.105
-0.223,-1.016,0.129
-0.203,-1.008,0.117
-0.164,-0.988,0.105
-0.109,-0.973,0.09
-0.074,-0.965,0.074
-0.043,-0.988,0.078
-0.02,-1.039,0.074
-0.02,-1.078,0.043
-0.059,-1.082,0.012
-0.164,-1.082,-0.004
-0.297,-1.07,0.008
-0.395,-1.074,0.035
-0.465,-1.07,0.059
-0.465,-1.09,0.133
-0.414,-1.137,0.234
-0.379,-1.195,0.277
-0.328,-1.199,0.277
-0.254,-1.168,0.223
-0.145,-1.105,0.125
-0.07,-1.051,0.027
0.016,-1.016,-0.051
0.164,-1.027,-0.082
0.344,-1.059,-0.016
0.473,-1.125,0.137
0.508,-1.234,0.285
0.531,-1.348,0.395
0.508,-1.391,0.359
0.414,-1.383,0.238
0.336,-1.371,0.211
0.234,-1.32,0.238
0.074,-1.281,0.258
-0.059,-1.277,0.293
-0.129,-1.277,0.328
-0.168,-1.254,0.332
-0.195,-1.191,0.309
-0.184,-1.102,0.281
-0.137,-1.008,0.254
-0.105,-0.91,0.18
-0.086,-0.824,0.148
-0.082,-0.77,0.152
-0.09,-0.723,0.148
-0.102,-0.691,0.16
-0.094,-0.68,0.191
-0.082,-0.664,0.207
-0.074,-0.664,0.207
-0.082,-0.66,0.211
-0.082,-0.648,0.215
-0.086,-0.633,0.242
-0.074,-0.613,0.258
-0.09,-0.602,0.262
-0.125,-0.586,0.246
-0.16,-0.551,0.25
-0.195,-0.508,0.273
-0.223,-0.496,0.332
-0.27,-0.551,0.367
-0.324,-0.637,0.375
-0.363,-0.734,0.395
-0.406,-0.859,0.402
-0.426,-0.984,0.41
-0.348,-1.145,0.484
-0.215,-1.383,0.617
-0.074,-1.543,0.613
-0.047,-1.57,0.418
-0.051,-1.465,0.336
-0.059,-1.27,0.395
-0.195,-1.07,0.449
-0.406,-0.879,0.445
-0.527,-0.777,0.504
-0.457,-0.973,0.586
-0.379,-1.23,0.527
-0.223,-1.414,0.367
-0.023,-1.441,0.336
0.246,-1.41,0.289
0.477,-1.496,0.238
0.59,-1.664,0.25
0.477,-1.699,0.262
0.328,-1.473,0.215
0.188,-1.09,0.102
0.086,-0.84,0.148
0.07,-0.656,0.207
0.059,-0.516,0.188
0.059,-0.465,0.195
0.078,-0.523,0.188
0.094,-0.688,0.141
0.125,-0.961,0.145
0.148,-1.141,0.156
0.176,-1.148,0.133
0.203,-1.07,0.133
0.203,-0.984,0.141
0.199,-0.891,0.152
0.16,-0.809,0.148
0.094,-0.773,0.117
0.027,-0.777,0.121
0.008,-0.781,0.16
-0.02,-0.805,0.18
-0.074,-0.848,0.184
-0.082,-0.867,0.188
-0.09,-0.863,0.152
-0.102,-0.883,0.117
-0.098,-0.902,0.109
-0.129,-0.926,0.094
-0.176,-0.973,0.098
-0.199,-1.008,0.117
-0.219,-1.027,0.109
-0.238,-1.035,0.109
-0.246,-1.043,0.141
-0.246,-1.078,0.168
-0.207,-1.07,0.141
-0.176,-1.02,0.078
-0.168,-0.996,0.059
-0.148,-1.02,0.105
-0.148,-1.055,0.148
-0.18,-1.082,0.129
-0.223,-1.066,0.086
-0.293,-1.039,0.055
-0.379,-1.02,0.039
-0.434,-1.016,0.035
-0.434,-1.031,0.086
-0.371,-1.074,0.184
-0.293,-1.145,0.227
-0.23,-1.184,0.18
-0.113,-1.164,0.125
0.063,-1.051,0.055
0.203,-0.91,-0.012
0.234,-0.867,0.016
0.223,-0.922,0.094
0.254,-1.047,0.211
0.355,-1.211,0.355
0.406,-1.355,0.316
0.422,-1.477,0.199
0.465,-1.633,0.168
0.453,-1.711,0.145
0.316,-1.668,0.145
0.125,-1.613,0.207
-0.063,-1.539,0.262
-0.223,-1.434,0.277
-0.32,-1.301,0.277
-0.336,-1.18,0.273
-0.293,-1.086,0.273
-0.234,-1.008,0.27
-0.176,-0.918,0.246
-0.129,-0.828,0.215
-0.09,-0.719,0.184
-0.078,-0.625,0.148
-0.07,-0.559,0.129
-0.063,-0.508,0.113
-0.063,-0.469,0.094
-0.074,-0.43,0.074
-0.066,-0.41,0.098
-0.074,-0.422,0.125
-0.07,-0.434,0.145
-0.082,-0.438,0.168
-0.109,-0.465,0.219
-0.117,-0.473,0.289
-0.121,-0.488,0.375
-0.141,-0.574,0.457
-0.172,-0.672,0.5
-0.219,-0.754,0.504
-0.273,-0.871,0.578
-0.316,-0.984,0.563
-0.363,-1.039,0.258
-0.316,-1.09,0.051
-0.102,-1.313,0.449
0.082,-1.617,0.676
0.039,-1.723,0.539
-0.07,-1.492,0.477
-0.27,-1.113,0.434
-0.426,-0.941,0.5
-0.422,-1.117,0.551
-0.281,-1.465,0.523
-0.063,-1.859,0.453
0.172,-2.09,0.406
0.434,-2.051,0.27
0.488,-1.695,0.191
0.316,-1.215,0.156
0.133,-0.859,0.227
0.031,-0.727,0.242
-0.063,-0.641,0.234
-0.035,-0.574,0.23
0.004,-0.574,0.219
0.027,-0.707,0.203
0.105,-0.848,0.148
0.215,-0.953,0.078
0.254,-1.07,0.109
0.199,-1.078,0.098
0.129,-1.02,0.098
0.129,-0.961,0.137
0.137,-0.906,0.164
0.133,-0.859,0.168
0.133,-0.813,0.168
0.133,-0.773,0.168
0.102,-0.758,0.168
0.066,-0.75,0.152
0.031,-0.777,0.145
0,-0.828,0.145
-0.016,-0.859,0.148
-0.039,-0.875,0.156
-0.063,-0.898,0.148
-0.094,-0.914,0.121
-0.129,-0.949,0.109
-0.148,-0.957,0.105
-0.176,-0.961,0.105
-0.18,-0.965,0.141
-0.172,-0.965,0.16
-0.172,-0.965,0.164
-0.148,-0.984,0.203
-0.113,-1.004,0.238
-0.074,-1.004,0.203
-0.047,-0.965,0.109
-0.02,-0.918,0.047
-0.023,-0.918,0.063
-0.051,-0.949,0.137
-0.098,-0.973,0.16
-0.156,-0.965,0.141
-0.297,-0.949,0.098
-0.469,-0.945,0.059
-0.605,-0.973,0.023
-0.656,-1.023,0.031
-0.602,-1.082,0.152
-0.531,-1.18,0.234
-0.445,-1.246,0.188
-0.301,-1.238,0.152
-0.121,-1.148,0.117
0.039,-1.059,0.063
0.066,-0.988,0.004
0.09,-0.938,0.02
0.242,-0.988,0.148
0.383,-1.133,0.27
0.398,-1.289,0.27
0.438,-1.395,0.227
0.5,-1.488,0.215
0.504,-1.59,0.203
0.438,-1.633,0.176
0.316,-1.629,0.211
0.164,-1.574,0.27
0.008,-1.473,0.293
-0.133,-1.379,0.309
-0.219,-1.293,0.32
-0.242,-1.188,0.289
-0.223,-1.086,0.242
-0.172,-1.023,0.203
-0.137,-0.961,0.184
-0.102,-0.906,0.184
-0.078,-0.859,0.18
-0.063,-0.793,0.156
-0.047,-0.73,0.141
-0.035,-0.668,0.133
-0.027,-0.621,0.133
-0.031,-0.594,0.125
-0.035,-0.574,0.125
-0.035,-0.563,0.133
-0.023,-0.555,0.156
-0.035,-0.551,0.172
-0.027,-0.531,0.188
-0.047,-0.504,0.184
-0.074,-0.469,0.18
-0.078,-0.449,0.238
-0.074,-0.504,0.344
-0.098,-0.629,0.453
-0.145,-0.746,0.477
-0.184,-0.824,0.43
-0.234,-0.898,0.336
-0.273,-0.934,0.25
-0.223,-1.047,0.313
-0.164,-1.262,0.445
-0.117,-1.445,0.477
-0.133,-1.523,0.34
-0.191,-1.43,0.262
-0.211,-1.297,0.379
-0.254,-1.281,0.48
-0.316,-1.328,0.508
-0.344,-1.457,0.504
-0.32,-1.609,0.48
-0.215,-1.859,0.477
-0.047,-2.02,0.441
0.148,-1.879,0.379
0.301,-1.461,0.227
0.281,-0.961,0.125
0.141,-0.57,0.102
0.059,-0.449,0.195
0.016,-0.406,0.238
-0.004,-0.426,0.219
-0.02,-0.559,0.191
0.004,-0.77,0.191
0.047,-1.023,0.184
0.137,-1.188,0.129
0.223,-1.27,0.125
0.266,-1.215,0.164
0.273,-1.059,0.164
0.258,-0.941,0.191
0.219,-0.887,0.223
0.207,-0.859,0.242
0.188,-0.828,0.219
0.145,-0.84,0.199
0.113,-0.891,0.207
0.09,-0.93,0.188
0.066,-0.945,0.172
0.02,-0.957,0.145
-0.031,-0.949,0.113
-0.09,-0.945,0.102
-0.141,-0.953,0.117
-0.172,-0.957,0.129
-0.215,-0.988,0.148
-0.219,-1.008,0.152
-0.23,-1.008,0.121
-0.211,-0.984,0.125
-0.184,-0.957,0.129
-0.199,-0.98,0.129
-0.219,-1,0.125
-0.211,-0.988,0.129
-0.223,-0.98,0.113
-0.227,-0.977,0.109
-0.199,-0.953,0.117
-0.172,-0.934,0.098
-0.152,-0.922,0.09
-0.117,-0.922,0.098
-0.086,-0.918,0.09
-0.082,-0.918,0.07
-0.094,-0.918,0.051
-0.145,-0.941,0.043
-0.223,-0.961,0.02
-0.293,-0.973,0.027
-0.336,-0.988,0.043
-0.367,-1.02,0.059
-0.371,-1.059,0.086
-0.348,-1.086,0.113
-0.297,-1.098,0.156
-0.203,-1.105,0.277
-0.125,-1.098,0.285
-0.125,-1.082,0.184
-0.129,-1.082,0.117
-0.109,-1.094,0.074
-0.082,-1.105,0.016
0.004,-1.105,0
0.145,-1.082,0.09
0.246,-1.078,0.23
0.305,-1.066,0.352
0.34,-1.035,0.395
0.355,-1.012,0.41
0.332,-1.059,0.43
0.266,-1.188,0.457
0.188,-1.344,0.496
0.059,-1.43,0.473
-0.086,-1.434,0.445
-0.156,-1.41,0.434
-0.172,-1.391,0.434
-0.172,-1.359,0.449
-0.137,-1.293,0.488
-0.102,-1.191,0.492
-0.07,-1.074,0.461
-0.047,-0.945,0.414
-0.043,-0.828,0.379
-0.078,-0.734,0.352
-0.078,-0.664,0.328
-0.109,-0.684,0.332
-0.109,-0.711,0.336
-0.102,-0.691,0.297
-0.098,-0.672,0.258
-0.098,-0.664,0.246
-0.109,-0.668,0.242
-0.117,-0.688,0.23
-0.148,-0.699,0.227
-0.18,-0.703,0.242
-0.23,-0.688,0.215
-0.258,-0.66,0.191
-0.262,-0.652,0.18
-0.273,-0.691,0.168
-0.281,-0.758,0.18
-0.266,-0.82,0.195
-0.254,-0.855,0.164
-0.223,-0.871,0.152
-0.176,-0.898,0.188
-0.133,-0.938,0.262
-0.102,-0.98,0.328
-0.105,-1.004,0.285
-0.121,-1.027,0.246
-0.16,-1.035,0.234
-0.203,-1.012,0.223
-0.254,-1,0.262
-0.301,-1.039,0.293
-0.375,-1.055,0.348
-0.332,-1.098,0.527
-0.281,-1.137,0.504
-0.27,-1.199,0.422
-0.203,-1.336,0.406
-0.094,-1.539,0.406
0.031,-1.727,0.328
0.152,-1.746,0.199
0.242,-1.523,0.121
0.25,-1.238,0.09
0.227,-1.023,0.09
0.184,-0.918,0.117
0.141,-0.824,0.148
0.152,-0.75,0.203
0.188,-0.738,0.219
0.227,-0.77,0.195
0.234,-0.844,0.168
0.211,-0.957,0.141
0.188,-1.063,0.129
0.145,-1.09,0.094
0.074,-1.086,0.066
0.02,-1.082,0.059
-0.043,-1.086,0.063
-0.086,-1.082,0.07
-0.102,-1.059,0.094
-0.094,-1.051,0.121
-0.078,-1.039,0.129
-0.063,-1.02,0.148
-0.051,-1,0.152
-0.043,-0.98,0.148
-0.031,-0.977,0.16
-0.027,-0.965,0.156
-0.039,-0.969,0.145
-0.055,-0.973,0.141
-0.082,-0.984,0.137
-0.102,-0.996,0.141
-0.133,-1.004,0.133
-0.16,-1.012,0.133
-0.176,-1.027,0.137
-0.191,-1.02,0.137
-0.191,-1,0.16
-0.18,-0.98,0.176
-0.152,-0.961,0.188
-0.098,-0.953,0.207
-0.063,-0.945,0.199
-0.082,-0.949,0.188
-0.137,-0.965,0.188
-0.164,-0.988,0.215
-0.184,-1.008,0.23
-0.184,-1.051,0.219
-0.176,-1.094,0.203
-0.156,-1.117,0.199
-0.148,-1.102,0.176
-0.16,-1.074,0.156
-0.172,-1.043,0.152
-0.18,-1.016,0.16
-0.176,-0.992,0.172
-0.145,-1,0.191
-0.102,-1.008,0.223
-0.055,-1.004,0.25
0,-0.984,0.27
0.039,-0.969,0.285
0.043,-0.941,0.277
0.02,-0.918,0.258
-0.023,-0.902,0.242
-0.059,-0.906,0.238
-0.094,-0.934,0.242
-0.121,-0.969,0.238
-0.164,-1.004,0.234
-0.207,-1.035,0.227
-0.242,-1.043,0.215
-0.262,-1.043,0.207
-0.273,-1.035,0.211
-0.262,-1.02,0.227
-0.234,-1.008,0.238
-0.219,-1,0.234
-0.203,-0.996,0.234
-0.18,-0.984,0.238
-0.145,-0.98,0.234
-0.102,-0.984,0.242
-0.063,-0.98,0.25
-0.027,-0.98,0.254
0,-0.984,0.254
0.023,-0.992,0.262
0.039,-0.984,0.258
0.035,-0.969,0.254
0.035,-0.969,0.262
0.02,-0.973,0.27
0,-0.973,0.27
-0.012,-0.98,0.27
-0.02,-0.996,0.273
-0.016,-1.016,0.285
-0.016,-1.031,0.293
-0.008,-1.023,0.297
0.008,-1.016,0.301
0.02,-1,0.309
0.035,-0.984,0.305
0.051,-0.973,0.305
0.059,-0.961,0.309
0.063,-0.953,0.309
0.059,-0.949,0.309
0.039,-0.949,0.305
0.02,-0.961,0.309
0.004,-0.98,0.313
-0.02,-1.004,0.316
-0.051,-1.02,0.324
-0.086,-1.031,0.324
-0.129,-1.039,0.316
-0.16,-1.031,0.32
-0.191,-1.02,0.324
-0.219,-1.023,0.32
-0.234,-1.016,0.309
-0.246,-1.008,0.289
-0.25,-0.992,0.289
-0.242,-0.98,0.297
-0.234,-0.969,0.305
-0.238,-0.965,0.309
-0.227,-0.961,0.309
-0.223,-0.957,0.289
-0.219,-0.965,0.27
-0.203,-0.973,0.262
-0.191,-0.984,0.258
-0.188,-0.992,0.246
-0.18,-1,0.242
-0.176,-1.008,0.234
-0.176,-1.008,0.234
-0.172,-1.008,0.23
-0.164,-1.004,0.23
-0.156,-0.992,0.215
-0.148,-0.98,0.203
-0.137,-0.977,0.203
-0.121,-0.973,0.211
-0.109,-0.984,0.227
-0.09,-0.992,0.234
-0.078,-0.988,0.227
-0.066,-0.98,0.219
-0.047,-0.988,0.215
-0.023,-0.992,0.219
-0.004,-0.984,0.23
0.004,-0.977,0.246
0.004,-0.977,0.25
0.008,-0.977,0.25
0.004,-0.984,0.258
0.008,-0.996,0.266
-0.004,-1,0.266
-0.008,-1,0.27
-0.012,-1.008,0.27
-0.02,-1.012,0.27
-0.031,-1.012,0.27
-0.039,-1.012,0.273
-0.055,-1.012,0.27
-0.059,-1.012,0.266
-0.066,-1.012,0.266
-0.078,-1.004,0.266
-0.086,-1,0.266
-0.09,-1,0.273
-0.098,-1,0.27
-0.098,-1,0.27
-0.094,-1.004,0.273
-0.094,-1,0.273
-0.098,-0.996,0.27
-0.105,-0.996,0.27
-0.105,-1,0.27
-0.109,-1,0.27
-0.109,-1,0.27
-0.117,-1.004,0.27
-0.117,-1,0.27
-0.121,-0.996,0.27
-0.125,-0.996,0.27
-0.121,-0.988,0.277
-0.117,-0.988,0.277
-0.113,-0.984,0.273
-0.121,-0.98,0.273
-0.113,-0.98,0.285
-0.109,-0.977,0.289
-0.098,-0.973,0.293
-0.09,-0.965,0.289
-0.078,-0.973,0.289
-0.066,-0.969,0.297
-0.055,-0.965,0.297
-0.039,-0.973,0.305
-0.027,-0.98,0.305
-0.012,-0.988,0.316
0,-0.992,0.313
0.004,-0.992,0.313
0.008,-0.996,0.309
0.008,-0.996,0.309
0.012,-0.996,0.313
0.008,-0.996,0.313
0.008,-0.996,0.316
0.008,-0.992,0.313
0.004,-0.992,0.309
-0.004,-0.988,0.309
-0.016,-0.984,0.309
-0.023,-0.984,0.313
-0.035,-0.992,0.309
-0.047,-0.996,0.309
-0.051,-1.004,0.313
-0.055,-1,0.305
-0.055,-0.996,0.301
-0.055,-0.992,0.297
-0.047,-0.984,0.297
-0.043,-0.98,0.297
-0.043,-0.977,0.293
-0.043,-0.977,0.293
-0.043,-0.977,0.297
-0.043,-0.98,0.297
-0.043,-0.984,0.293
-0.043,-0.984,0.285
-0.047,-0.984,0.285
-0.047,-0.984,0.285
-0.047,-0.984,0.281
-0.051,-0.988,0.281
-0.055,-0.988,0.281
-0.059,-0.984,0.285
-0.059,-0.98,0.285
-0.059,-0.98,0.285
-0.063,-0.977,0.285
-0.063,-0.984,0.281
-0.063,-0.98,0.281
-0.059,-0.98,0.273
-0.059,-0.98,0.262
-0.066,-0.973,0.258
-0.059,-0.984,0.266
-0.059,-1,0.266
-0.055,-1,0.266
-0.059,-0.996,0.246
-0.059,-0.992,0.246
-0.059,-1,0.25
-0.059,-1.004,0.242
-0.059,-0.996,0.234
-0.059,-0.984,0.23
-0.059,-0.977,0.219
-0.055,-0.977,0.219
-0.055,-0.988,0.223
-0.055,-0.996,0.215
-0.059,-1.004,0.215
-0.051,-1.008,0.219
-0.047,-1.008,0.207
-0.055,-1.012,0.211
-0.059,-1.012,0.219
-0.063,-1.008,0.219
-0.07,-1.012,0.219
-0.078,-1.008,0.207
-0.074,-1.004,0.195
-0.074,-1.004,0.199
-0.07,-1.004,0.211
-0.07,-1.012,0.219
-0.07,-1.016,0.223
-0.07,-1.027,0.23
-0.07,-1.035,0.242
-0.066,-1.027,0.242
-0.066,-1.023,0.25
-0.059,-1.016,0.254
-0.043,-1,0.254
-0.039,-0.988,0.262
-0.043,-0.984,0.277
-0.039,-0.996,0.293
-0.043,-1.016,0.289
-0.043,-1.023,0.277
-0.043,-1.016,0.273
-0.055,-1.023,0.289
-0.055,-1.035,0.309
-0.043,-1.039,0.332
-0.02,-1.043,0.352
0,-1.039,0.348
0.02,-1.016,0.328
0.016,-0.973,0.301
0,-0.918,0.297
-0.02,-0.887,0.336
-0.047,-0.887,0.398
-0.082,-0.891,0.406
-0.137,-0.887,0.359
-0.18,-0.898,0.348
-0.215,-0.941,0.383
-0.238,-0.984,0.414
-0.258,-1.004,0.402
-0.27,-1.008,0.383
-0.27,-1.016,0.375
-0.262,-1.027,0.359
-0.246,-1.047,0.363
-0.219,-1.059,0.355
-0.199,-1.063,0.34
-0.176,-1.051,0.332
-0.148,-1.031,0.332
-0.117,-0.996,0.332
-0.102,-0.949,0.324
-0.082,-0.906,0.309
-0.086,-0.891,0.316
-0.09,-0.891,0.348
-0.09,-0.887,0.352
-0.105,-0.879,0.328
-0.113,-0.887,0.32
-0.117,-0.895,0.324
-0.137,-0.902,0.313
-0.164,-0.902,0.301
-0.191,-0.906,0.297
-0.211,-0.898,0.293
-0.223,-0.895,0.301
-0.234,-0.887,0.305
-0.234,-0.887,0.313
-0.227,-0.895,0.309
